"Acute.myeloid.leukemia"	"BladderUrothelialCarcinoma.TCGA.US."	"Breast.Cancer"	"BreastCarcinoma.WTSI.UK."	"BreastInvasiveCarcinoma.TCGA.US."	"CervicalSquamousCellCarcinoma.TCGA.US."	"Chronic.lymphocytic.leukaemia"	"ColonAdenocarcinoma.TCGA.US."	"Colorectal.adenocarcinoma"	"GastricCancer.CCGC.CN."	"Hepatocellular.carcinoma"	"Hypodiploid_ALL"	"Leukemia.T.ALL"	"LiverCancer.NCC.JP."	"LiverCancer.RIKEN.JP."	"Lung"	"MalignantMelanoma.WTSI.UK."	"Medulloblastoma"	"Melanoma"	"Myeloid.leukemia"	"Myeloma"	"Pancreatic"	"PediatricBrainTumors.DKFZ.DE."	"Prostate"	"ProstateCancer.OICR.CA."	"RectumAdenocarcinoma.TCGA.US."	"Small.cell.lung.cancer"	"T.cell.ALL"	"UterineCorpusEndometrioidCarcinoma.TCGA.US."
"hsa-miR-194-5p"	0	1	6	0	0	0	0	2	8	0	0	0	0	25	43	2	0	2	2	3	0	0	1	1	24	0	2	0	6
"hsa-miR-3117-5p"	0	2	4	3	0	1	0	6	3	2	0	0	2	47	27	3	0	2	5	0	1	0	0	0	5	0	4	1	10
"hsa-miR-3908"	0	2	1	1	0	0	0	1	2	1	0	1	1	24	36	1	0	5	1	0	0	0	1	3	35	0	3	0	9
"hsa-miR-4489"	0	0	6	0	0	0	0	2	4	3	1	1	1	50	25	3	0	4	4	0	1	0	2	2	9	0	1	0	9
"hsa-miR-4508"	0	0	6	1	0	0	0	0	2	3	1	2	1	59	20	1	0	2	4	1	2	0	1	2	9	0	1	0	10
"hsa-miR-5004-3p"	1	0	6	1	0	0	0	1	6	1	1	3	0	37	36	2	2	0	4	0	0	1	0	1	10	0	0	1	14
"hsa-miR-1273e"	0	3	1	2	2	0	0	4	3	3	0	0	0	28	30	2	0	2	1	0	0	0	0	3	27	1	0	0	15
"hsa-miR-2861"	0	2	3	2	0	2	0	1	7	1	1	2	0	53	18	1	0	3	1	0	0	0	0	0	20	0	1	0	9
"hsa-miR-32-5p"	2	2	1	0	0	0	0	5	6	2	1	2	0	28	36	4	0	2	0	0	0	0	0	0	27	0	0	0	9
"hsa-miR-3654"	1	1	2	0	0	0	0	3	4	1	0	0	1	37	17	3	0	3	5	0	0	1	1	3	29	0	0	1	14
"hsa-miR-3943"	0	0	3	0	0	0	0	3	4	0	0	2	0	49	23	4	0	2	3	0	0	0	2	3	18	1	0	1	9
"hsa-miR-576-5p"	0	0	6	2	0	0	0	5	9	0	0	2	0	35	38	2	0	4	2	0	0	0	0	0	13	2	0	0	7
"hsa-miR-577"	0	0	5	0	0	0	0	1	5	1	0	3	0	44	38	2	0	2	1	0	1	0	1	0	6	0	0	0	17
"hsa-miR-92a-3p"	2	2	1	0	0	0	0	5	6	2	1	2	0	28	36	4	0	2	0	0	0	0	0	0	27	0	0	0	9
"hsa-miR-92b-3p"	2	2	1	0	0	0	0	5	6	2	1	2	0	28	36	4	0	2	0	0	0	0	0	0	27	0	0	0	9
"hsa-miR-1537"	0	0	2	1	0	0	1	3	13	2	0	3	0	38	37	2	0	2	3	0	0	0	0	2	13	0	1	0	3
"hsa-miR-2355-3p"	0	0	7	1	0	0	0	11	5	0	0	1	0	33	28	1	0	2	2	2	0	1	0	0	8	2	1	1	20
"hsa-miR-3129-5p"	1	1	3	0	1	0	1	8	7	4	1	2	1	32	30	3	0	1	1	0	0	1	0	1	18	0	0	0	9
"hsa-miR-3174"	0	0	6	2	1	1	0	2	3	0	1	0	0	31	27	0	0	4	2	0	0	1	0	0	36	0	1	1	7
"hsa-miR-411-5p"	0	1	5	0	0	0	0	4	4	2	1	2	0	15	19	2	0	0	0	0	0	0	0	0	66	0	0	0	5
"hsa-miR-4278"	0	0	5	2	0	0	0	4	5	2	2	1	0	51	18	9	1	3	3	0	0	0	0	3	9	0	0	0	8
"hsa-miR-4317"	0	1	4	3	0	2	0	10	8	1	1	1	0	24	26	1	0	1	1	0	0	0	1	0	27	1	0	0	13
"hsa-miR-4436b-5p"	0	3	4	0	0	0	0	4	6	0	0	0	2	32	30	4	0	3	2	0	0	0	0	3	18	1	1	0	13
"hsa-miR-4646-3p"	0	0	8	2	0	0	0	6	5	1	0	1	0	32	32	1	0	3	1	2	0	1	0	0	10	2	0	0	19
"hsa-miR-4659b-5p"	1	1	2	0	0	0	0	4	8	2	0	2	0	33	20	1	0	3	1	0	1	0	0	3	31	0	1	1	11
"hsa-miR-4732-5p"	0	4	1	1	0	0	0	1	7	3	1	1	0	19	18	3	0	4	4	0	0	0	0	2	48	0	0	0	9
"hsa-miR-491-3p"	1	1	1	2	0	0	0	7	9	2	0	0	0	35	31	1	0	2	2	0	0	1	2	2	12	0	0	0	15
"hsa-miR-5011-3p"	2	0	3	2	0	0	0	1	5	2	1	1	0	49	29	0	0	2	2	0	1	0	0	2	15	0	0	1	8
"hsa-miR-5697"	1	1	2	2	0	1	0	8	2	3	0	1	0	22	34	1	1	3	1	1	0	0	1	0	32	1	1	0	7
"hsa-miR-1227"	2	2	3	2	0	0	0	3	5	0	0	2	1	37	18	2	0	2	1	0	1	0	1	0	27	0	1	1	14
"hsa-miR-1322"	1	0	2	3	0	0	1	6	1	4	2	2	1	28	24	4	0	0	0	1	1	0	0	1	20	3	0	0	20
"hsa-miR-145-5p"	0	4	2	0	0	0	0	2	4	0	0	2	0	51	28	3	0	1	0	0	0	1	0	2	16	0	1	0	8
"hsa-miR-183-5p"	0	0	3	1	0	0	0	4	4	4	0	2	0	43	23	5	0	0	1	0	0	1	0	1	16	0	1	0	16
"hsa-miR-218-5p"	0	3	3	1	0	0	0	3	2	0	0	1	0	42	26	6	0	2	0	0	0	0	1	4	14	0	1	0	16
"hsa-miR-3138"	0	4	4	2	0	0	0	2	3	1	1	2	0	39	31	2	0	1	3	0	0	0	1	2	9	0	0	2	16
"hsa-miR-342-5p"	0	1	4	1	0	0	0	6	7	1	2	0	0	40	20	4	1	3	1	0	1	1	1	2	19	0	1	0	9
"hsa-miR-3611"	0	2	1	2	2	0	0	6	5	1	0	1	0	35	36	2	0	2	1	0	0	0	0	0	14	0	4	0	11
"hsa-miR-4460"	0	0	5	0	0	0	0	2	2	2	0	0	0	36	25	0	0	0	1	0	0	0	0	2	36	0	1	1	12
"hsa-miR-4464"	0	0	0	0	1	0	0	3	4	1	0	2	0	39	29	1	0	5	2	1	0	0	0	1	20	1	1	0	14
"hsa-miR-4687-5p"	0	2	4	0	0	0	0	2	2	1	1	0	1	48	24	2	1	2	0	0	0	0	1	0	23	1	0	2	8
"hsa-miR-4712-5p"	1	3	1	2	0	0	0	2	2	1	0	1	0	39	23	3	0	1	1	0	0	1	0	2	32	0	1	0	9
"hsa-miR-4717-5p"	0	3	5	0	1	0	0	2	3	2	0	1	0	34	31	2	0	1	1	0	1	2	1	1	22	0	2	0	10
"hsa-miR-490-3p"	0	2	3	0	0	0	0	2	3	0	0	0	0	24	18	5	0	1	1	0	0	0	0	3	48	0	1	0	14
"hsa-miR-630"	0	1	6	1	0	0	0	3	12	4	1	1	0	28	37	0	0	3	2	0	0	2	0	0	8	2	0	0	14
"hsa-miR-770-5p"	1	3	1	2	0	0	0	2	2	1	0	1	0	39	23	3	0	1	1	0	0	1	0	2	32	0	1	0	9
"hsa-miR-943"	0	2	3	0	0	0	1	2	4	3	0	0	1	38	37	1	0	1	3	0	0	1	1	2	8	1	0	0	16
"hsa-miR-3136-5p"	1	4	0	1	0	0	1	3	3	2	0	2	1	40	33	1	0	0	2	0	0	1	1	1	11	1	0	0	15
"hsa-miR-3152-3p"	0	0	3	0	0	0	0	5	13	1	1	1	1	27	24	4	0	2	0	0	1	0	0	2	25	1	0	0	13
"hsa-miR-4470"	1	1	2	1	0	0	0	5	6	2	0	0	0	36	36	0	0	5	1	0	0	0	0	0	15	0	2	0	11
"hsa-miR-4715-5p"	0	1	0	0	0	0	0	1	3	1	0	1	1	24	22	0	0	2	2	0	0	0	0	2	50	0	0	0	14
"hsa-miR-4758-5p"	0	0	8	0	1	0	0	2	5	2	0	0	0	30	25	4	0	2	1	0	1	1	0	1	21	0	1	1	18
"hsa-miR-5195-3p"	0	4	3	0	0	0	0	3	6	0	0	3	0	38	33	2	0	1	1	0	0	1	0	2	16	0	1	0	10
"hsa-miR-138-1-3p"	0	2	2	4	0	0	0	5	4	1	0	0	0	29	35	3	0	2	0	1	0	0	0	1	24	2	0	1	7
"hsa-miR-144-5p"	0	0	3	1	0	0	0	4	4	2	0	0	0	35	50	1	0	4	2	1	2	0	0	1	1	0	0	1	11
"hsa-miR-3139"	1	1	5	0	0	0	1	3	7	1	0	1	2	33	29	3	0	1	3	1	0	0	1	0	23	0	1	0	6
"hsa-miR-3157-3p"	0	0	4	1	0	0	0	5	3	2	0	0	2	51	26	4	0	0	1	0	0	0	2	0	12	2	2	1	5
"hsa-miR-3614-5p"	0	0	3	4	0	0	0	0	6	0	0	1	1	29	35	1	0	2	1	0	0	0	0	1	28	0	0	0	11
"hsa-miR-3670"	0	3	3	1	1	0	0	1	5	1	0	2	1	42	26	3	1	1	0	0	0	0	0	0	20	0	1	0	11
"hsa-miR-4512"	0	2	3	2	1	0	0	2	7	1	0	2	0	56	17	0	0	1	0	0	3	0	0	2	3	0	1	1	19
"hsa-miR-524-3p"	0	4	1	0	0	0	0	1	2	3	0	1	0	43	27	0	0	2	1	0	1	0	0	3	19	0	2	0	13
"hsa-miR-525-3p"	0	4	1	0	0	0	0	1	2	3	0	1	0	43	27	0	0	2	1	0	1	0	0	3	19	0	2	0	13
"hsa-miR-5571-3p"	0	0	1	3	0	0	0	4	3	2	2	1	0	22	15	2	0	2	2	0	0	0	0	1	58	0	1	0	4
"hsa-miR-5687"	0	2	2	0	0	0	1	4	9	1	0	2	2	27	35	1	0	1	5	1	0	1	1	0	11	2	0	0	15
"hsa-miR-615-5p"	0	0	7	3	0	0	0	6	4	1	2	0	0	44	16	6	1	2	7	1	0	1	0	2	7	0	0	0	13
"hsa-miR-618"	0	0	7	0	0	0	0	2	6	1	0	2	0	31	29	3	0	3	1	0	0	0	0	1	29	1	1	0	6
"hsa-miR-924"	0	2	3	1	0	0	0	1	4	1	0	2	1	41	22	1	0	0	2	0	0	0	0	0	28	0	1	0	13
"hsa-miR-938"	0	3	3	3	0	0	0	0	5	5	0	0	1	42	22	2	0	2	2	0	0	0	1	0	11	3	3	3	12
"hsa-miR-1243"	0	0	5	1	0	0	0	1	4	1	0	1	2	37	21	4	0	1	3	0	0	1	0	2	23	0	1	0	14
"hsa-miR-1246"	1	1	4	0	0	0	0	4	5	1	1	2	0	28	45	3	2	1	5	0	1	1	1	2	5	0	0	1	8
"hsa-miR-3614-3p"	0	3	2	2	0	0	0	4	4	2	0	0	1	18	19	2	0	1	1	0	0	0	0	0	46	0	2	0	15
"hsa-miR-3680-5p"	0	2	2	1	0	1	1	0	5	1	1	3	0	24	29	2	0	0	1	0	0	0	0	1	43	0	0	0	5
"hsa-miR-431-5p"	0	0	1	1	0	1	0	1	3	1	0	2	1	34	26	1	0	1	2	0	0	0	0	2	31	0	2	0	12
"hsa-miR-4539"	0	1	3	2	0	0	0	4	5	1	0	3	0	35	24	2	0	1	2	0	0	0	0	1	30	0	0	0	8
"hsa-miR-4764-3p"	0	1	2	0	0	0	0	5	5	1	0	2	1	36	31	2	0	4	1	0	0	0	0	1	22	5	0	0	3
"hsa-miR-5094"	0	0	3	2	0	0	0	2	9	1	1	0	0	54	27	3	0	3	1	1	0	1	0	0	5	0	0	0	9
"hsa-miR-548v"	0	0	2	1	0	0	0	1	5	2	1	0	1	34	32	0	0	2	1	0	0	0	2	0	29	0	0	1	8
"hsa-miR-890"	0	2	4	6	0	0	0	3	4	0	0	3	0	36	26	2	0	2	0	0	0	0	0	0	24	0	0	0	10
"hsa-miR-188-5p"	0	3	2	1	0	0	0	3	6	4	0	0	0	40	31	3	0	2	2	0	0	0	0	1	19	1	0	0	3
"hsa-miR-3127-3p"	0	1	1	2	0	1	0	2	3	3	1	0	0	50	33	6	0	1	2	0	0	0	0	0	8	0	0	0	7
"hsa-miR-325"	0	1	4	1	0	0	0	1	2	2	1	1	0	14	24	0	0	2	0	0	0	1	0	1	65	0	0	0	1
"hsa-miR-3545-5p"	0	0	4	0	0	0	0	1	2	2	0	1	1	34	26	0	0	0	1	0	1	0	0	1	34	0	1	1	11
"hsa-miR-4264"	0	3	2	3	0	1	0	3	5	2	0	1	0	33	24	3	0	4	2	0	0	1	1	2	24	0	0	0	7
"hsa-miR-4721"	0	2	3	0	1	2	0	0	0	1	0	1	0	49	27	2	0	0	1	0	1	2	0	3	4	0	1	1	20
"hsa-miR-4999-5p"	0	0	2	0	1	0	0	2	2	1	0	1	2	43	22	3	0	0	0	0	0	0	0	1	22	0	0	0	19
"hsa-miR-5002-3p"	1	2	2	0	0	0	0	2	4	1	0	0	0	48	31	2	0	0	0	0	0	1	1	2	7	1	2	0	14
"hsa-miR-1272"	0	1	1	5	0	0	1	3	2	5	2	1	1	30	24	2	0	0	0	1	2	0	0	2	17	3	0	0	17
"hsa-miR-296-5p"	0	0	4	1	0	0	0	5	4	1	1	2	0	59	19	0	0	0	1	1	0	0	1	1	6	1	0	1	12
"hsa-miR-3674"	0	4	2	0	0	0	0	3	6	3	1	1	0	24	35	3	0	2	2	1	0	0	0	0	21	1	0	0	11
"hsa-miR-3927"	0	0	4	0	0	1	0	2	7	1	0	2	0	36	21	0	0	2	2	0	0	0	0	3	28	3	0	0	8
"hsa-miR-449c-3p"	0	1	3	2	0	0	0	6	0	0	0	0	0	19	20	2	0	1	0	0	0	0	0	1	64	0	0	0	1
"hsa-miR-4718"	0	0	3	1	0	0	0	0	3	3	0	1	1	30	27	1	0	1	0	1	0	0	0	4	25	0	0	0	19
"hsa-miR-4776-3p"	1	0	3	0	1	0	0	4	8	2	0	1	0	40	19	1	0	3	1	0	1	0	0	2	20	0	1	1	11
"hsa-miR-5007-5p"	0	1	4	0	0	0	0	1	2	1	0	0	1	39	27	1	0	1	2	0	0	0	0	0	29	0	0	1	10
"hsa-miR-662"	0	3	3	0	0	0	3	2	3	1	0	2	1	28	30	1	0	0	1	1	0	0	0	0	22	0	0	0	19
"hsa-miR-1267"	0	1	2	0	0	2	0	3	5	3	1	0	0	34	22	4	0	1	0	0	1	0	1	0	23	1	0	1	14
"hsa-miR-361-5p"	0	0	3	0	0	0	0	6	8	0	0	0	0	40	33	3	1	1	2	3	0	1	0	0	4	0	1	0	13
"hsa-miR-374c-3p"	0	2	4	2	0	1	0	2	5	3	0	1	0	35	33	3	0	3	0	0	0	0	0	0	19	1	0	0	5
"hsa-miR-4502"	1	1	1	4	1	0	0	3	3	1	1	0	2	32	25	5	0	0	1	0	1	0	0	2	18	0	0	1	16
"hsa-miR-4658"	0	0	8	0	1	0	0	2	4	2	0	0	0	28	24	3	0	2	1	0	0	1	0	1	23	0	1	1	17
"hsa-miR-4793-5p"	0	2	3	2	0	0	0	1	7	1	0	0	0	37	29	3	1	2	2	0	0	0	0	0	19	1	0	0	9
"hsa-miR-5100"	0	1	6	5	0	0	0	7	5	1	0	3	0	37	31	0	0	1	2	0	0	0	0	3	5	0	0	1	11
"hsa-miR-10a-5p"	0	1	3	0	1	0	0	2	11	1	0	0	0	33	23	6	0	1	0	1	0	1	0	1	22	1	0	1	9
"hsa-miR-10b-5p"	0	1	3	0	1	0	0	2	11	1	0	0	0	33	23	6	0	1	0	1	0	1	0	1	22	1	0	1	9
"hsa-miR-1910"	0	1	2	1	1	0	0	3	3	1	0	2	0	38	20	2	0	1	4	1	0	0	1	0	28	0	0	1	8
"hsa-miR-208a"	2	3	3	1	0	0	0	7	8	0	0	0	0	33	39	0	0	1	1	0	0	1	0	0	5	0	0	1	13
"hsa-miR-208b"	2	3	3	1	0	0	0	7	8	0	0	0	0	33	39	0	0	1	1	0	0	1	0	0	5	0	0	1	13
"hsa-miR-34a-3p"	0	2	2	1	0	0	0	3	10	1	1	0	2	40	25	2	0	1	1	1	1	0	0	0	16	0	0	0	9
"hsa-miR-3691-3p"	0	1	2	1	0	0	0	3	7	5	1	0	0	31	22	4	0	2	0	1	0	0	0	0	30	0	1	0	7
"hsa-miR-382-5p"	0	2	1	1	0	0	0	2	4	2	0	1	0	26	35	4	0	3	6	0	0	0	0	2	14	0	0	0	15
"hsa-miR-4686"	0	4	3	2	0	0	0	2	4	1	0	0	0	42	25	2	0	2	0	1	0	0	0	0	8	1	0	1	20
"hsa-miR-502-5p"	1	2	6	1	1	0	1	3	5	2	0	0	1	29	27	3	0	2	2	0	0	0	0	1	13	0	1	1	16
"hsa-miR-5585-3p"	0	2	3	1	0	0	0	6	3	4	3	2	0	32	28	2	0	0	3	2	0	0	0	1	12	0	1	0	13
"hsa-miR-5691"	2	1	3	1	0	0	0	5	1	0	0	1	1	36	21	0	0	1	1	1	0	0	0	2	22	0	2	0	17
"hsa-miR-891b"	1	2	4	0	0	0	0	4	4	1	0	1	1	29	31	1	0	2	1	0	0	0	0	1	25	1	0	0	9
"hsa-let-7d-5p"	0	1	3	1	2	0	0	3	4	2	0	1	1	32	25	2	0	3	3	0	0	0	0	3	19	2	0	0	10
"hsa-miR-1228-5p"	0	2	3	0	0	0	0	5	5	1	1	0	0	43	12	1	0	3	3	0	0	0	0	3	19	0	0	1	15
"hsa-miR-25-5p"	0	3	1	0	0	0	0	2	0	3	1	0	0	39	12	1	0	2	4	0	0	0	0	0	30	0	0	0	19
"hsa-miR-31-5p"	1	2	1	1	0	0	0	3	4	1	0	2	1	31	29	1	0	4	5	0	1	0	0	0	19	0	1	0	10
"hsa-miR-3200-3p"	1	3	3	0	0	0	0	5	2	0	1	1	1	30	28	2	0	2	3	0	0	0	0	0	23	0	0	0	12
"hsa-miR-345-3p"	0	2	4	0	0	0	0	1	4	4	0	0	0	46	22	7	0	1	2	0	0	0	1	1	16	0	0	0	6
"hsa-miR-383"	0	1	5	1	0	0	0	6	8	2	0	0	1	40	23	1	1	2	3	3	0	0	0	0	12	0	1	1	6
"hsa-miR-3940-3p"	0	0	3	0	0	0	0	4	4	3	1	0	0	40	21	3	1	1	0	0	0	0	0	1	26	0	0	1	8
"hsa-miR-3977"	0	4	2	1	0	0	0	2	2	0	0	2	0	38	26	4	0	0	0	0	0	0	0	4	12	1	0	0	19
"hsa-miR-4458"	0	1	3	1	2	0	0	3	4	2	0	1	1	33	24	2	0	3	3	0	0	0	0	3	19	2	0	0	10
"hsa-miR-4708-3p"	0	4	2	1	0	0	0	1	7	2	0	0	1	40	23	2	0	3	3	0	1	0	2	1	12	0	1	0	11
"hsa-miR-493-3p"	0	1	3	2	1	0	0	7	5	2	0	1	1	43	24	2	0	0	6	0	0	0	0	0	4	0	1	0	14
"hsa-miR-496"	0	1	3	0	0	0	0	2	10	5	1	0	0	36	37	0	0	2	0	0	0	0	0	0	13	0	0	0	7
"hsa-miR-550b-2-5p"	0	1	4	0	0	0	0	2	6	0	2	1	1	36	21	2	0	0	0	0	0	0	0	1	25	1	3	0	11
"hsa-miR-5684"	1	0	7	1	0	0	0	2	8	0	0	1	0	29	32	4	0	3	1	0	0	0	0	0	22	0	1	0	5
"hsa-miR-663a"	0	0	1	0	0	0	0	4	0	3	0	0	0	45	10	1	0	4	3	1	1	0	0	2	27	0	0	0	15
"hsa-miR-1206"	0	0	3	0	0	0	0	3	6	0	1	0	0	39	30	3	0	6	1	1	1	0	0	0	8	0	1	0	13
"hsa-miR-1244"	1	1	2	0	1	0	1	8	3	4	0	0	0	21	35	2	1	3	1	0	0	0	0	0	24	0	1	0	7
"hsa-miR-153"	1	2	1	0	0	0	0	7	5	4	1	0	1	23	40	1	0	1	1	0	0	2	0	1	15	1	1	0	8
"hsa-miR-192-5p"	0	2	2	0	0	0	0	3	4	0	0	0	1	24	25	4	1	3	0	0	0	0	0	0	40	0	1	0	6
"hsa-miR-299-5p"	0	0	1	1	0	0	0	5	4	3	1	0	0	32	33	0	0	3	1	0	0	1	1	2	17	1	1	0	9
"hsa-miR-3144-3p"	0	0	2	1	1	0	0	1	4	1	1	1	3	30	50	2	0	2	0	0	0	0	0	1	10	0	0	0	6
"hsa-miR-345-5p"	0	2	1	0	0	0	2	0	4	2	1	0	2	38	20	3	0	0	2	0	0	1	1	1	25	0	0	0	11
"hsa-miR-3618"	0	1	2	0	0	0	0	1	4	2	1	0	0	29	44	3	1	5	1	0	0	0	0	0	18	0	0	0	4
"hsa-miR-4696"	1	3	3	1	0	0	0	4	2	4	0	1	0	30	27	2	0	3	2	0	0	0	1	1	20	0	0	0	11
"hsa-miR-549"	2	0	2	1	0	0	1	11	6	2	0	1	0	28	40	1	0	2	1	0	0	0	0	0	9	0	0	0	9
"hsa-miR-1182"	0	1	7	0	0	0	0	5	3	0	0	0	0	32	25	3	0	3	7	0	0	1	0	0	11	0	0	1	16
"hsa-miR-1278"	0	3	1	1	0	0	0	5	2	1	0	0	0	25	26	3	0	0	1	0	0	0	0	0	37	0	0	0	10
"hsa-miR-139-3p"	2	0	0	0	0	0	0	2	5	0	0	2	0	26	19	2	0	0	0	0	0	0	0	1	41	0	0	1	14
"hsa-miR-26a-1-3p"	0	0	6	4	0	0	0	5	8	1	0	1	0	29	34	2	0	2	3	0	0	2	0	0	7	2	0	0	9
"hsa-miR-26a-2-3p"	0	0	6	4	0	0	0	5	8	1	0	1	0	29	34	2	0	2	3	0	0	2	0	0	7	2	0	0	9
"hsa-miR-296-3p"	0	2	2	0	0	0	0	8	6	0	0	0	0	29	25	3	0	1	5	0	0	0	0	0	18	0	1	1	14
"hsa-miR-302f"	0	0	0	1	0	2	0	10	2	1	0	0	0	28	30	3	0	1	1	1	0	0	1	1	19	0	1	0	13
"hsa-miR-3545-3p"	1	0	4	2	0	0	0	0	5	1	0	2	0	28	25	1	0	1	3	1	0	0	0	2	31	0	1	0	7
"hsa-miR-4503"	0	0	5	2	0	0	0	4	8	0	1	0	0	30	41	2	0	4	2	0	0	0	0	1	9	2	0	0	4
"hsa-miR-518b"	1	4	2	1	0	0	2	3	4	3	0	2	0	38	17	0	0	3	2	0	0	0	0	2	19	0	1	0	11
"hsa-miR-518c-3p"	1	4	2	1	0	0	2	3	4	3	0	2	0	38	17	0	0	3	2	0	0	0	0	2	19	0	1	0	11
"hsa-miR-518d-3p"	1	4	2	1	0	0	2	3	4	3	0	2	0	38	17	0	0	3	2	0	0	0	0	2	19	0	1	0	11
"hsa-miR-5195-5p"	0	0	2	0	0	0	0	2	5	2	1	2	0	31	18	6	0	2	1	0	0	0	0	0	37	0	1	1	4
"hsa-miR-5708"	0	0	1	1	0	1	0	2	3	3	0	1	0	23	15	2	0	1	0	0	1	0	0	0	50	0	0	0	11
"hsa-miR-616-3p"	0	2	4	3	0	2	0	2	10	2	0	2	0	28	27	3	0	3	1	1	0	0	0	0	13	0	1	0	11
"hsa-miR-187-5p"	0	0	2	1	0	0	0	4	7	2	1	1	1	30	27	1	0	3	2	0	0	0	1	0	27	1	0	0	3
"hsa-miR-3074-3p"	0	0	4	1	0	0	0	3	5	2	0	0	0	29	45	1	0	3	2	2	2	0	0	0	1	0	0	1	13
"hsa-miR-3615"	0	3	4	3	0	0	0	1	10	3	1	0	0	19	24	2	0	0	4	0	0	1	0	0	18	0	0	1	20
"hsa-miR-3616-3p"	0	2	0	0	1	1	0	0	3	0	2	2	0	54	17	3	0	1	2	1	1	1	0	2	4	0	1	0	16
"hsa-miR-378a-3p"	0	1	2	1	0	0	0	4	4	1	0	2	1	29	22	2	0	2	4	0	0	1	0	3	24	0	0	0	11
"hsa-miR-378b"	0	1	2	1	0	0	0	4	4	1	0	2	1	29	22	2	0	2	4	0	0	1	0	3	24	0	0	0	11
"hsa-miR-378c"	0	1	2	1	0	0	0	4	4	1	0	2	1	29	22	2	0	2	4	0	0	1	0	3	24	0	0	0	11
"hsa-miR-378d"	0	1	2	1	0	0	0	4	4	1	0	2	1	29	22	2	0	2	4	0	0	1	0	3	24	0	0	0	11
"hsa-miR-378e"	0	1	2	1	0	0	0	4	4	1	0	2	1	29	22	2	0	2	4	0	0	1	0	3	24	0	0	0	11
"hsa-miR-378f"	0	1	2	1	0	0	0	4	4	1	0	2	1	29	22	2	0	2	4	0	0	1	0	3	24	0	0	0	11
"hsa-miR-378h"	0	1	2	1	0	0	0	4	4	1	0	2	1	29	22	2	0	2	4	0	0	1	0	3	24	0	0	0	11
"hsa-miR-378i"	0	1	2	1	0	0	0	4	4	1	0	2	1	29	22	2	0	2	4	0	0	1	0	3	24	0	0	0	11
"hsa-miR-422a"	0	1	2	1	0	0	0	4	4	1	0	2	1	29	22	2	0	2	4	0	0	1	0	3	24	0	0	0	11
"hsa-miR-4515"	1	2	1	2	0	1	0	2	4	2	0	0	1	32	19	2	0	2	4	0	0	1	1	2	23	0	1	1	10
"hsa-miR-4727-3p"	0	1	7	1	0	0	0	4	3	3	0	0	0	40	20	3	0	0	1	0	0	0	0	3	18	0	0	2	8
"hsa-miR-550a-3p"	0	0	2	1	0	0	0	3	5	2	2	1	0	34	28	2	0	2	1	0	0	0	0	2	15	0	2	0	12
"hsa-miR-5588-3p"	0	2	5	2	1	0	0	2	5	0	0	0	0	35	11	2	0	0	2	1	0	0	0	1	30	0	0	0	15
"hsa-miR-1295b-3p"	0	0	1	0	0	0	0	4	0	2	1	2	1	13	28	0	0	0	1	1	0	1	1	0	49	0	0	0	8
"hsa-miR-4693-5p"	0	2	7	1	0	0	0	4	4	0	0	2	0	28	39	3	0	2	0	0	1	0	0	2	9	1	1	0	7
"hsa-miR-4787-5p"	0	0	4	1	0	0	0	2	2	0	1	0	0	55	9	7	1	2	6	2	1	0	0	3	7	0	0	0	10
"hsa-miR-582-3p"	0	0	3	1	0	0	0	1	3	0	0	0	2	43	29	2	0	0	3	0	0	1	0	1	12	0	1	1	10
"hsa-miR-621"	1	0	1	1	0	0	0	3	2	3	1	0	0	19	13	1	0	0	0	0	0	1	0	0	64	0	0	0	3
"hsa-miR-633"	1	0	2	0	0	0	0	2	7	5	0	1	1	28	37	2	0	1	1	0	0	0	0	0	16	1	0	0	8
"hsa-miR-1264"	0	2	1	1	0	0	0	2	5	1	1	2	1	40	22	1	0	0	2	0	0	0	0	0	19	1	1	0	10
"hsa-miR-155-3p"	0	1	3	2	0	0	0	4	2	0	1	0	0	32	28	3	1	4	0	0	0	0	0	0	25	0	1	0	5
"hsa-miR-26b-3p"	0	2	5	0	0	0	0	6	3	0	1	0	2	33	25	6	0	1	0	0	0	0	1	1	11	0	0	0	15
"hsa-miR-365a-3p"	1	0	1	1	0	0	1	3	1	2	0	2	2	36	29	2	0	1	1	0	0	0	0	1	15	2	2	0	9
"hsa-miR-365b-3p"	1	0	1	1	0	0	1	3	1	2	0	2	2	36	29	2	0	1	1	0	0	0	0	1	15	2	2	0	9
"hsa-miR-3940-5p"	1	2	5	3	0	0	0	6	6	0	1	2	1	26	19	4	0	1	2	0	0	0	0	3	15	0	0	0	15
"hsa-miR-4312"	0	1	7	1	1	0	0	2	4	3	0	1	1	23	23	1	0	3	2	0	0	1	0	0	24	0	1	0	13
"hsa-miR-4439"	1	3	1	1	0	0	0	4	1	1	0	2	0	38	27	0	0	1	2	0	0	2	0	0	15	1	0	0	12
"hsa-miR-4711-5p"	1	3	0	1	0	0	0	4	4	1	0	0	1	31	29	2	1	1	1	1	1	0	1	0	4	1	1	0	23
"hsa-miR-676-3p"	0	1	6	3	0	0	0	8	4	2	0	1	0	29	22	1	0	1	1	1	0	0	0	2	6	2	1	1	20
"hsa-miR-1245b-5p"	0	1	3	2	0	0	0	2	5	3	0	2	1	35	23	0	0	0	3	0	0	2	0	1	15	0	0	0	13
